Date: 19/07/01 ,Author: E.Hubble ,Observation: 31991 ,Instrument Response: Bad 
Wavelength (nm) ,Intensity(A.U.) 
660.0,48.7256380052836
660.1,45.38194662475776
660.2,48.52170586372593
660.3,57.04220445364289
660.4,60.590473781227914
660.5,54.01472979251532
660.6,54.29122479525395
660.7,64.1953191591208
660.8,53.036720572285255
660.9,53.3104202246706
661.0,70.332232928921
661.1,51.72513730510043
661.2,58.39533432641329
661.3,55.79843949535612
661.4,67.11516978056976
661.5,68.89427231404817
661.6,63.5341252995178
661.7,56.25992964307996
661.8,67.01382211055113
661.9,53.059890992931244
662.0,68.94997452156346
662.1,64.10592983501753
662.2,61.24104917545464
662.3,68.68881133545472
662.4,60.634609085636946
662.5,64.59031962819162
662.6,47.58469387353274
662.7,58.88243503666482
662.8,55.166344553033184
662.9,57.630240191723125
663.0,57.05700291199117
663.1,51.5854161444806
663.2,59.61069205390765
663.3,58.75589492045742
663.4,50.046708387218594
663.5,54.263434839933794
663.6,67.87831031975507
663.7,68.64443630485775
663.8,63.39520918768014
663.9,63.21876007314343
664.0,56.92114119162735
664.1,57.92639699136969
664.2,42.326667909121575
664.3,53.9620542310372
664.4,52.61578288976809
664.5,54.97931459964692
664.6,60.19851271358623
664.7,56.567914194554874
664.8,61.39475969014666
664.9,58.78422335079093
665.0,54.630207753832146
665.1,62.31195550289873
665.2,56.54075463437158
665.3,55.195265261943874
665.4,55.73335323241655
665.5,60.558998666950046
665.6,59.23274410745077
665.7,67.90886796367334
665.8,53.36946182806684
665.9,64.15089890514471
666.0,61.169068186744184
666.1,68.78722273841797
666.2,58.061789837838454
666.3,55.05940957845911
666.4,53.65367439056384
666.5,58.485699114644866
666.6,70.15545824384694
666.7,55.31299318518781
666.8,67.06681626630328
666.9,56.83890309640299
667.0,58.4172024146064
667.1,58.53172823883895
667.2,70.7887302852057
667.3,53.357398676661425
667.4,53.421521105687674
667.5,53.83834340494087
667.6,57.897261159486874
667.7,55.15570934362855
667.8,75.75773299594098
667.9,69.78331395871409
668.0,61.31841680767447
668.1,65.28827751373872
668.2,67.69851719324662
668.3,49.71463387642845
668.4,63.95345846575448
668.5,53.337391967656814
668.6,68.67809330062316
668.7,62.94857385045141
668.8,50.047575801747534
668.9,67.45843074179616
669.0,56.91723832105318
669.1,59.93733133084205
669.2,59.27959890005796
669.3,61.209176180374136
669.4,56.52963724481451
669.5,62.45155870675933
669.6,63.19075447065144
669.7,64.77647101216647
669.8,54.827074172986116
669.9,55.94720503369032
670.0,63.4978769217239
670.1,52.32765987220235
670.2,64.76398916867099
670.3,59.58627762281193
670.4,60.113234641557376
670.5,61.154201424394586
670.6,57.36250494790801
670.7,62.23261131693946
670.8,68.4882578895396
670.9,55.53537790065289
671.0,64.3696682301674
671.1,64.29947734843263
671.2,63.893076622073416
671.3,53.12189082735064
671.4,64.19389771762805
671.5,65.24330359056017
671.6,58.513134751620655
671.7,63.70555050420439
671.8,64.14306315627373
