Date: 19/07/01 ,Author: E.Hubble ,Observation: 41090 ,Instrument Response: Bad 
Wavelength (nm) ,Intensity(A.U.) 
660.0,13.311851890059962
660.1,18.59551659577791
660.2,20.81148514809456
660.3,10.443475294586666
660.4,39.76730819080936
660.5,16.32837988501534
660.6,24.428715722876923
660.7,20.102871225350043
660.8,24.059844313276436
660.9,33.96845304169648
661.0,22.99363299965761
661.1,19.70693115949393
661.2,13.639537630871942
661.3,24.489408622641356
661.4,21.807730147270576
661.5,21.291977112838715
661.6,25.92013790266044
661.7,29.409938498165758
661.8,35.62282286505831
661.9,22.02589333277791
662.0,30.92888527485879
662.1,33.86940040075218
662.2,29.145703092726734
662.3,21.74144974310815
662.4,20.549477185083273
662.5,35.53532472106287
662.6,24.877415430620687
662.7,34.11687211653371
662.8,36.656040295558626
662.9,23.790538493338836
663.0,21.034112098857896
663.1,17.31092542382468
663.2,18.77504844222627
663.3,35.4517196176911
663.4,30.3864728037385
663.5,23.631285555576223
663.6,23.6150389248694
663.7,23.465591290053187
663.8,29.86434501466156
663.9,32.664825374705984
664.0,22.038418714489033
664.1,24.787041152310827
664.2,20.749260961669663
664.3,21.923252762981136
664.4,25.460413474969947
664.5,32.42078565916323
664.6,38.95320548131888
664.7,36.196818552155776
664.8,30.983591213349467
664.9,26.821190299254315
665.0,25.588098520956365
665.1,31.810674324860276
665.2,21.466464075077052
665.3,18.47368420775898
665.4,20.710114763998956
665.5,7.161592708514032
665.6,21.50379161548407
665.7,27.028619817779454
665.8,26.59948094636829
665.9,19.73627540726399
666.0,29.767003895604372
666.1,24.066925361270844
666.2,42.68343594241936
666.3,39.25597113188782
666.4,34.36672119345428
666.5,27.148679306362833
666.6,23.61321415333088
666.7,27.185416341125254
666.8,27.49287745329019
666.9,35.188916857940164
667.0,29.297984188310473
667.1,30.522539351906527
667.2,30.787614509634988
667.3,21.88274268147591
667.4,29.089350419013183
667.5,26.311203463253538
667.6,31.690048161304798
667.7,28.08321338015697
667.8,30.913371467069805
667.9,41.984134375687475
668.0,30.499845315408056
668.1,27.225001305176527
668.2,29.76836581131165
668.3,23.486442903506397
668.4,23.23823066095335
668.5,27.96636393699808
668.6,29.164426454390885
668.7,39.85059510268475
668.8,30.350669831456177
668.9,26.94249696453436
669.0,32.858877556142104
669.1,24.056613715551332
669.2,22.81520839214603
669.3,28.780770014459303
669.4,28.91449141663931
669.5,24.355787842390637
669.6,20.890635342928388
669.7,28.43501147115755
669.8,30.318456091434943
669.9,36.14563801254031
670.0,38.60920220842077
670.1,29.169111399195188
670.2,29.225021705588883
670.3,24.526458894162186
670.4,38.24867890069131
670.5,32.732546602077505
670.6,30.973625097639395
670.7,25.178231655945737
670.8,22.11035685270659
670.9,36.029196788343846
671.0,33.264678109470985
671.1,33.14251291160557
671.2,25.58830592615505
671.3,39.7306001644176
671.4,33.86213992506849
671.5,25.012350121049614
671.6,19.11962524723356
671.7,39.25609743132604
671.8,18.88317409408021
671.9,31.0728826768458
672.0,33.274709917088444
672.1,25.10246778386792
672.2,32.24391585081944
672.3,23.31376571206225
672.4,31.736917326621782
672.5,30.52427840043607
672.6,32.31760718896004
672.7,25.083730875099462
672.8,38.634692350760325
672.9,34.36432761226834
673.0,40.67425146108787
673.1,37.98227835857371
673.2,28.95060906561492
673.3,32.89355712595395
673.4,28.974516890633744
673.5,25.166183289898008
673.6,41.979083650845844
673.7,41.33171603219394
673.8,33.515130254167595
673.9,20.512453765561233
674.0,31.57926055405694
674.1,34.24746700260132
674.2,32.34883569804508
674.3,40.640361017320686
674.4,36.97227610208307
674.5,47.8530807210598
674.6,28.22267879527109
674.7,42.531844847187074
674.8,39.38686323094638
674.9,51.063095469667246
675.0,32.62644549388203
675.1,27.50617208167882
675.2,38.05557722860997
675.3,30.718232482557934
675.4,35.05320248697208
675.5,30.62229282941759
675.6,24.544979466258972
675.7,39.658708583309895
675.8,40.539683743488204
675.9,38.74191066146897
676.0,32.33474374258081
676.1,26.690988564946807
676.2,38.69085424633221
676.3,31.227616513003767
676.4,37.70605148030517
676.5,26.725994888900484
676.6,32.16596532680748
676.7,33.934172310331896
676.8,37.03288922331532
676.9,38.17005138403266
677.0,36.48623870795438
677.1,39.71177936668853
677.2,29.481234606574365
677.3,43.54071612205918
677.4,32.521274601197334
677.5,29.747493714498567
677.6,35.76504846033462
677.7,34.08174707822181
677.8,36.76684956352738
677.9,31.113278485783816
678.0,39.57151092948037
678.1,37.26343224360093
678.2,41.587678938378104
678.3,32.666018015498054
678.4,39.572436670782594
678.5,43.7149105794663
678.6,26.122484994643038
678.7,22.630667789429967
678.8,47.310988587487046
678.9,34.636755887632816
679.0,34.78957894360858
679.1,44.81764485720311
679.2,35.61062648421654
679.3,40.084687313403194
679.4,47.166236252694915
679.5,41.28635231932857
679.6,37.962343281877146
679.7,31.070282862325442
679.8,42.36459857978954
679.9,38.099645763996755
680.0,27.691555858669236
680.1,43.27640079698602
680.2,34.01931177608287
680.3,38.94552101946452
680.4,37.12460766608878
680.5,38.418828614113714
680.6,43.000109777049055
680.7,36.72979847456828
680.8,40.50208587931894
680.9,44.54008334367396
681.0,37.895626197849836
681.1,37.20364461523479
681.2,35.17374295304908
681.3,44.22638620146403
681.4,38.24331731536224
681.5,38.182100971573185
681.6,54.320631385622846
681.7,41.638532536547146
681.8,32.20971275342409
681.9,43.92709685232562
682.0,32.854350660794886
682.1,49.20272647670643
682.2,35.63509585265649
682.3,36.94708375230542
682.4,45.498618575753
682.5,49.72730348469733
682.6,41.48273848317698
682.7,43.136701136437395
682.8,41.3446800824985
682.9,43.443014986058095
683.0,37.09573285957107
683.1,36.49303363959844
683.2,40.617561146672884
683.3,33.37891474777734
683.4,37.43243033433473
683.5,40.59043703999453
683.6,33.906270710341325
683.7,38.691120271962085
683.8,33.36519884599097
683.9,30.417965339692593
684.0,45.57713655826765
684.1,38.51131700224093
684.2,34.34008517748631
684.3,46.85112064621556
684.4,46.52605532705839
684.5,40.4659262989521
684.6,32.42408851724157
684.7,19.607234004676886
684.8,33.97855045791724
684.9,39.96077580541323
685.0,35.92168430053637
685.1,46.41360656052479
685.2,39.418213691520556
685.3,38.94970190874404
685.4,44.50046424813162
685.5,43.9257391487431
685.6,48.55897281092213
685.7,42.74763286148237
685.8,38.65779109841201
685.9,44.007469245292675
686.0,34.74065203115743
686.1,38.540344695799085
686.2,50.98277085383053
686.3,24.879679954873428
686.4,39.0823897552125
686.5,38.07514285087395
686.6,38.43244582006116
686.7,35.62164256013051
686.8,41.64834041975478
686.9,47.59522584309694
687.0,35.92068995076414
687.1,30.071570527870264
687.2,38.740463113955876
687.3,30.362639020701266
687.4,35.69660448608705
687.5,38.678876335911255
687.6,36.147363250226036
687.7,48.78318589314418
687.8,45.29170019435496
687.9,37.87368762802062
688.0,48.7500179368906
688.1,46.222795093890525
688.2,37.633728814291636
688.3,45.12221427027177
688.4,42.45595495415634
688.5,46.06436803896549
688.6,44.10771964453091
688.7,50.49032766059363
688.8,49.071634325577776
688.9,46.46538330427094
689.0,41.46629113710669
689.1,38.0586853814844
689.2,42.05730490073671
689.3,46.35012326400362
689.4,44.492717605925215
689.5,36.94880135061746
689.6,47.54570360717203
689.7,38.23134484365223
689.8,45.63309269079155
689.9,44.607824540612604
690.0,53.49512097616778
690.1,55.38932371320958
690.2,48.32998053537322
690.3,30.06100415510575
690.4,44.322069266084156
690.5,42.88159050995686
690.6,45.42126461725287
690.7,46.44208323475783
690.8,55.19576152782088
690.9,46.52804501603397
691.0,43.81169242226911
691.1,47.17429586011018
691.2,42.32649788824773
691.3,46.91768287981671
691.4,47.49706553600526
691.5,40.03682961633632
691.6,44.776531301983844
691.7,42.24021044148892
691.8,56.025143251338974
691.9,44.39420575862066
692.0,49.663132545038216
692.1,59.84065275043376
692.2,49.06137550994636
692.3,47.61103427699498
692.4,49.34003675988215
692.5,40.51946768145675
692.6,54.50120316633311
692.7,39.23695421345309
692.8,44.12359624743733
692.9,41.891945025402094
693.0,44.68954898797784
693.1,52.03869668628581
693.2,41.133590094095844
693.3,37.67795553432543
693.4,47.48179804258292
693.5,60.72034469675317
693.6,45.466194877298065
693.7,44.6718364895874
693.8,56.470375661389774
693.9,53.27370814805635
694.0,41.778258553077336
694.1,49.19677237466992
694.2,42.42962630780088
694.3,44.77501300106884
694.4,53.13786597243515
694.5,37.119915306966554
694.6,47.559771773602485
694.7,67.55143775955966
694.8,41.73978013371865
694.9,57.46662631146989
695.0,51.60494609542445
695.1,43.56144998653068
695.2,47.4383816813445
695.3,41.14322704182999
695.4,38.45923846530957
695.5,51.1226843032742
695.6,42.50757587099285
695.7,50.8946393257562
695.8,41.91645467547947
695.9,61.503695663589724
696.0,46.72356122610763
696.1,35.823662745721364
696.2,46.01469739589166
696.3,59.46068351964841
696.4,47.67145806918061
696.5,42.392405164358465
696.6,48.367080951908335
696.7,45.50103032735218
696.8,30.31571288857691
696.9,31.090138060417058
697.0,44.32247079405032
697.1,36.37057216650295
697.2,46.813406243869274
697.3,39.84493015083051
697.4,45.27475858354472
697.5,64.13557449708836
697.6,59.0031826431115
697.7,59.175207106283494
697.8,45.860891950301756
697.9,49.429474049254715
698.0,48.101409282206376
698.1,58.52932550299687
698.2,51.105108684569274
698.3,49.39636460136036
698.4,51.243366823306566
698.5,51.20761545533637
698.6,40.317487794864356
698.7,48.14004786303266
698.8,43.54832239607475
698.9,50.672412502928005
699.0,54.01635322932065
699.1,48.89087686468754
699.2,49.98548009013326
699.3,45.65975119122849
699.4,41.13232864281055
699.5,39.38614235110135
699.6,53.712201575363835
699.7,37.88593904217459
699.8,43.26859772520223
699.9,39.56798699257388
700.0,58.58521560587427
700.1,55.613894491485496
700.2,48.348823931697595
700.3,48.01952929735278
700.4,44.62775932951588
700.5,45.28320187913463
700.6,49.19545293096289
700.7,50.68342615041773
700.8,48.24283266363506
700.9,42.35439258119058
701.0,44.386366946100495
701.1,53.22215939082105
701.2,50.88441628192899
701.3,36.31591862516855
701.4,50.85187164221885
701.5,46.6436077259196
701.6,57.69805020019858
701.7,44.69887360479048
701.8,56.08186532237348
701.9,52.856111113464245
702.0,58.1481003584114
702.1,56.34332267583665
702.2,52.35015896624786
702.3,45.16897917582692
702.4,57.594153884197766
702.5,46.73996887121471
702.6,48.38991185276014
702.7,49.11279318710372
702.8,47.71067792486563
702.9,49.95854855463742
703.0,53.33780328906064
703.1,51.39358249285
703.2,53.01490108275371
703.3,47.95759628540737
703.4,62.59890898709574
703.5,49.601653277004665
703.6,50.636431730483075
703.7,47.83613253455883
703.8,62.585139226150716
703.9,47.16370037008092
704.0,60.74276801882512
704.1,52.02571535384343
704.2,48.95219413120571
704.3,44.95721825309673
704.4,54.74890718194475
704.5,55.43770474033667
704.6,46.95481239299921
704.7,55.640757019594034
704.8,44.80378975711451
704.9,53.170469475877496
705.0,56.47969197806769
705.1,61.87222446472232
705.2,57.84090961136954
705.3,57.457069921721995
705.4,50.66536092100701
705.5,52.092203042404606
705.6,47.2064893020317
705.7,50.36710642945226
705.8,55.32149635798148
705.9,42.531579339876444
706.0,54.7462504152691
706.1,59.65239835099802
706.2,58.79008298171962
706.3,49.46372587303364
706.4,54.915929917420975
706.5,61.077882503012205
706.6,50.85453240011498
706.7,58.34403209250999
706.8,55.955323917633734
706.9,59.10128081810973
707.0,59.58271488916896
707.1,59.446936342891824
707.2,53.55208591174164
707.3,52.658219802005135
707.4,55.98452810091745
707.5,54.10094163549182
707.6,43.130907315207494
707.7,59.88904697816268
707.8,59.586958716098195
707.9,50.927431522424
708.0,52.10066736392592
