Date: 19/07/01 ,Author: E.Hubble ,Observation: 27028 ,Instrument Response: Good 
Wavelength (nm) ,Intensity(A.U.) 
660.0,61.5116300135034
660.1,58.22481436124805
660.2,64.91779168010203
660.3,50.58511475792943
660.4,52.34608264878983
660.5,64.99953144970722
660.6,55.39000167951798
660.7,65.11107898359936
660.8,57.336710277175484
660.9,68.71476864990592
661.0,63.03076355193439
661.1,58.85278650388299
661.2,69.1581740952334
661.3,62.09569184413278
661.4,51.91508852255289
661.5,68.04420183111141
661.6,63.50942137877806
661.7,56.44884135931605
661.8,63.176533702837915
661.9,54.78476705749105
662.0,54.130011512991054
662.1,56.92111716442766
662.2,60.96310400217508
662.3,65.19151883623611
662.4,60.81612677800263
662.5,60.83742862275093
662.6,49.39213978353757
662.7,62.8943127209866
662.8,64.67792351673098
662.9,55.9489733713605
663.0,73.11081307130675
663.1,63.499539815424114
663.2,59.164614112274876
663.3,46.7932112377172
663.4,64.4624091056792
663.5,62.80880914309348
663.6,60.27129134433077
663.7,63.874217875668506
663.8,56.53050324559308
663.9,69.74369382406682
664.0,56.18062473538527
664.1,65.01976589112678
664.2,63.3114173857814
664.3,54.99496881304472
664.4,60.354632009051414
664.5,67.30548381673337
664.6,71.64735333858773
664.7,64.80942448465593
664.8,65.11168116371294
664.9,50.315949603493316
665.0,73.92605097245433
665.1,56.70711257409998
665.2,60.42670679325144
665.3,62.26455342394428
665.4,66.05095407503838
665.5,69.98961321996792
665.6,66.93477518968442
665.7,53.790355748178456
665.8,66.70384400487923
665.9,63.295417473635126
666.0,60.45846258508546
666.1,68.30221654234633
666.2,69.71246963690537
666.3,71.85205924026853
666.4,78.08748396451617
666.5,64.0691482998136
666.6,62.80091626802588
666.7,60.56063809711096
666.8,68.27810775074056
666.9,64.81712642325485
667.0,68.59618313210522
667.1,65.25464711166984
667.2,70.09599921797641
667.3,72.53624900965586
667.4,75.24510771502081
667.5,69.86448788256588
667.6,68.00242956588704
667.7,69.64375663171654
667.8,57.50704835367029
667.9,72.2751707655913
668.0,69.20745909568714
668.1,66.95672362736741
668.2,59.48450630374766
668.3,54.89177053865151
668.4,67.8355914376503
668.5,71.98591566398161
668.6,60.25558792564983
668.7,67.53410859694401
668.8,69.28679261264166
668.9,63.86352095002909
669.0,77.50889703817286
669.1,84.62099169845902
669.2,63.207646527955305
669.3,68.86557190944283
669.4,73.86685420730426
669.5,63.79476536261111
669.6,63.67293611208761
669.7,57.6287053307353
669.8,72.32145695672932
669.9,65.01326796346864
670.0,76.22600583046565
670.1,81.16237635968571
670.2,79.89185055983192
670.3,73.8000780182098
670.4,63.385891216705446
670.5,54.71627757172345
670.6,59.47662607330767
670.7,76.06541628348248
670.8,67.7376410617959
670.9,71.60910698635455
671.0,73.66233903679547
671.1,77.01923944566906
671.2,73.08893069837679
671.3,68.77292113564911
671.4,70.58417201690291
671.5,62.52575391839451
671.6,62.619559507895616
671.7,76.34054701096484
671.8,79.07090258952097
671.9,77.84695591243887
672.0,79.84005009566953
672.1,67.10845483130149
672.2,64.52902566279343
672.3,75.21474652072207
672.4,75.2736697294016
672.5,79.72064248889772
672.6,71.59283417922045
672.7,77.5445297329923
672.8,70.349487822214
672.9,77.9690681780619
673.0,71.66200899090342
673.1,77.55080174859364
673.2,65.92545786601553
673.3,74.68508962964566
673.4,76.15142308881815
673.5,65.81923674190256
673.6,74.49919462061534
673.7,77.88931543024869
673.8,84.15039638318852
673.9,75.56258952036407
674.0,73.27032707184944
674.1,75.55504085998832
674.2,81.50452402320869
674.3,77.55896515819424
674.4,82.44265266317467
674.5,73.09684844902613
674.6,74.84229214645906
674.7,78.54562738374058
674.8,78.1528557381112
674.9,83.6640991621443
675.0,91.32064259212217
675.1,72.16331024263769
675.2,88.07585588598758
675.3,77.95406081932413
675.4,74.27340435525124
675.5,82.30468704105171
675.6,92.18666972618426
675.7,92.10771537932733
675.8,84.5161781974193
675.9,81.38541807299485
676.0,77.93572785834355
676.1,80.95587536708354
676.2,81.36276653063483
676.3,82.12577201621644
676.4,81.24758353592
676.5,72.63732343664792
676.6,90.99472764752595
676.7,85.27186864600216
676.8,81.97874323456946
676.9,68.59419083576502
677.0,80.88027456809039
677.1,89.83955217542471
677.2,77.56408942817215
677.3,85.26209758855441
677.4,74.70519175978517
677.5,87.55214530892609
677.6,84.46626128320827
677.7,78.5906530141536
677.8,73.22735027141016
677.9,83.0113424819082
678.0,83.61884369771802
678.1,96.11932003918173
678.2,89.62040424387743
678.3,72.15717488380288
678.4,83.96890990618908
678.5,92.91591421982994
678.6,79.8363353793068
678.7,87.21137447136067
678.8,83.3960812432009
678.9,92.40831187073252
679.0,86.17223185306426
679.1,83.88000151239336
679.2,81.87022225277438
679.3,85.75305295834134
679.4,74.06280782083381
679.5,93.27846416118379
679.6,78.3797643075575
679.7,95.01800421206428
679.8,94.35379050361473
679.9,91.42173502301392
680.0,82.67601899137443
680.1,86.48949995600599
680.2,92.98480076944962
680.3,82.51600004386071
680.4,88.9083265286316
680.5,90.60253742142359
680.6,90.87885588316624
680.7,80.82650293890799
680.8,78.41310476863914
680.9,78.83105419562824
681.0,91.33612816317365
681.1,86.1004675805552
681.2,87.31160636205311
681.3,83.17936811980147
681.4,83.4677618792426
681.5,88.25218401362366
681.6,79.94939981325687
681.7,90.47728226369163
681.8,71.95332601238145
681.9,83.86222151420414
682.0,95.39882374770788
682.1,99.64121919569371
682.2,80.41102490240615
682.3,83.33012878994217
682.4,90.10756411293531
682.5,81.55099739333663
682.6,97.73109344576011
682.7,99.30904715119655
682.8,87.18657510372738
682.9,92.29894982101538
683.0,95.73831709405131
683.1,79.28466682762225
683.2,90.34166423138437
683.3,90.45954939026235
683.4,87.54576811383664
683.5,91.17629261526386
683.6,88.9629276392437
683.7,99.0377578027276
683.8,89.02133631419203
683.9,93.61170432472782
684.0,87.35445620470934
684.1,95.59665606604742
684.2,95.19112287495336
684.3,92.82415793085953
684.4,91.76026356135957
684.5,89.53278835208901
684.6,92.62650597423182
684.7,105.86380966459376
684.8,88.35701791151511
684.9,102.80495576559974
685.0,106.45300135550967
685.1,93.05188528700744
685.2,91.17774691300278
685.3,90.70537259764009
685.4,97.54322051870045
685.5,104.62134017994323
685.6,92.39630536131315
685.7,97.53568556005298
685.8,93.74717262143214
685.9,82.04269863340579
686.0,97.97226361017113
686.1,104.35781951708259
686.2,98.29588394478955
686.3,98.99044857886658
686.4,88.40247415660794
686.5,93.60800562562775
686.6,100.48279150685704
686.7,105.93154756854898
686.8,85.0592989891224
686.9,105.33324690063911
687.0,93.95172939496128
687.1,98.30797461197733
687.2,81.02930680389524
687.3,103.59943413489965
687.4,105.97358258816803
687.5,86.65898073036949
687.6,95.95186129814277
687.7,98.77562411060087
687.8,93.0081024715504
687.9,90.38518325867366
688.0,92.30689585140931
688.1,101.62454115842326
688.2,101.70492020896482
688.3,90.21230566573345
688.4,99.2704337088424
688.5,83.83634762673123
688.6,97.77400289001987
688.7,94.43146924667974
688.8,93.85340323263149
688.9,96.53554230924254
689.0,95.34220399970529
689.1,103.03946835180055
689.2,96.75124564923742
689.3,102.48975282792267
689.4,101.76327361904481
689.5,103.17786881665236
689.6,84.72371845802994
689.7,106.98730004020678
689.8,89.55422052042893
689.9,104.3828476600265
690.0,87.81267238289351
690.1,96.96734160071797
690.2,93.35977433930577
690.3,105.20539594539227
690.4,89.58432764518429
690.5,96.35675004221396
690.6,106.55565436542612
690.7,96.95809115669051
690.8,102.82838099911382
690.9,100.74074930454582
691.0,85.67779881805251
691.1,98.52032184026548
691.2,112.09082645871399
691.3,106.62895592799082
691.4,107.3608213322376
691.5,108.29487910664915
691.6,101.99470492207533
691.7,98.45135695889478
691.8,107.69152149867787
691.9,92.63163651115492
692.0,99.16030441551555
692.1,108.13308320276167
692.2,111.67301828990266
692.3,98.85598428214044
692.4,102.50539899309749
692.5,113.9053849466014
692.6,105.14549505484261
692.7,98.26402268836425
692.8,104.95215516977026
692.9,106.0697510868882
693.0,114.18207385972144
693.1,102.75650004914218
693.2,105.00650876211722
693.3,94.08150486262143
693.4,104.68074482968535
693.5,101.74790273452115
693.6,103.5895991821227
693.7,116.28247670733143
693.8,109.44640533636776
693.9,106.17114652236407
694.0,104.42959016497339
694.1,112.79517942854957
694.2,104.66387301390354
694.3,106.1820972303075
694.4,109.78965002176542
694.5,99.15595343626177
694.6,114.9718859171583
694.7,116.66873785073484
694.8,117.2737839583524
694.9,120.9259660466992
695.0,105.3622177609132
695.1,107.47370348211693
695.2,112.28832536561143
695.3,108.18792805205572
695.4,113.6944290450348
695.5,111.63762395765457
695.6,108.91960850928778
695.7,116.15929712247768
695.8,118.18520807425536
695.9,104.45311349022565
696.0,106.41698792669544
696.1,106.39937121702827
696.2,113.34344028720604
696.3,108.1444862088721
696.4,110.09011200173451
696.5,106.3655156157109
696.6,100.16730965142247
696.7,114.21090848710233
696.8,103.98329549357707
696.9,114.0140703970506
697.0,97.86660627687081
697.1,111.61218894608298
697.2,102.0588146235685
697.3,111.42333368016492
697.4,121.21791774103282
697.5,111.00305388960705
697.6,118.51192947453815
697.7,101.05967780152938
697.8,97.64845253662178
697.9,109.42476670362278
698.0,123.2126997302181
698.1,115.33790397318404
698.2,119.2423559399693
698.3,112.87930776564765
698.4,119.73233173979344
698.5,112.34936173835882
698.6,106.02279079245604
698.7,106.97409046485085
698.8,103.59808726278146
698.9,115.61940586425793
699.0,110.37501424395471
699.1,113.83774576522912
699.2,125.49855977960762
699.3,115.22603804301562
699.4,113.33504705225602
699.5,121.13404888899841
699.6,120.04474901230942
699.7,116.65328966536178
699.8,107.14801381825565
699.9,109.50694760868485
700.0,108.48011501656323
700.1,114.80467027803583
700.2,101.54107683266868
700.3,126.99340220568746
700.4,109.66715006327524
700.5,108.96862883752934
700.6,118.56583384527515
700.7,114.3829143786083
700.8,120.3794448722859
700.9,104.16737143330025
701.0,111.95331374189604
701.1,98.80935314229214
701.2,112.09375184304456
701.3,123.68663919809798
701.4,125.97929980031282
701.5,127.18694080915877
701.6,99.03502090519127
701.7,124.20323512945846
701.8,118.57265010191462
701.9,115.93907521143689
702.0,121.9427488520515
702.1,115.57913708855935
702.2,127.43732693522837
702.3,120.46755952250167
702.4,130.84526342774456
702.5,111.52425374653586
702.6,119.32285374781127
702.7,122.9681060771351
702.8,115.11083887399803
702.9,115.70912091655545
703.0,112.90954981200198
703.1,120.56351877103346
703.2,122.0794163005129
703.3,112.68259440247425
703.4,116.05701839038758
703.5,117.53258201351757
703.6,109.608174189443
703.7,118.56004764400704
703.8,129.73603535220465
703.9,119.88114217109994
704.0,125.4863458288838
704.1,119.02704764119984
704.2,115.88990228378094
704.3,109.65895794384843
704.4,120.34467942786655
704.5,124.8760676003605
704.6,113.23247851932399
704.7,122.11682528382369
704.8,124.89628642068922
704.9,114.35257172131499
705.0,132.68653828523688
705.1,128.0521787066764
705.2,122.02962258992196
705.3,116.63086102743515
705.4,120.26361780993048
705.5,124.39571505466225
705.6,121.45184833083562
705.7,118.33539326405776
705.8,120.71772721706171
705.9,124.54209785814736
706.0,120.18726600545894
706.1,128.8265980557886
706.2,128.0747378821933
706.3,127.44896664367104
706.4,124.57767701618869
706.5,120.70853124396439
706.6,114.03496466063801
706.7,128.6038224887127
706.8,121.07391663494307
706.9,129.5931482600951
707.0,125.27362012794632
707.1,130.1786797189276
707.2,125.07583159409799
707.3,119.8766702206232
707.4,127.47965663050795
707.5,121.88131180650542
707.6,114.38336453047876
707.7,128.62404593089903
707.8,125.12839072743338
707.9,139.01117928479013
708.0,122.66768345537363
708.1,122.37950671542217
708.2,128.63255616113864
708.3,121.83640750865045
708.4,128.74584114574154
708.5,122.37648716168277
708.6,131.43168313669472
708.7,133.09614155133008
708.8,128.43330969192417
708.9,126.71338343567396
709.0,122.59636138906684
709.1,125.52836925083874
709.2,127.60539566289003
709.3,124.86520727725379
709.4,127.7355388778673
709.5,135.29156457072142
709.6,135.4883641078341
709.7,127.79319300669162
709.8,130.5637574343707
709.9,131.91269002583113
710.0,127.21740725733306
710.1,134.19561684320902
710.2,136.33313798010747
710.3,138.1876259811414
710.4,125.00572343439528
710.5,131.82289761326584
710.6,132.77229911345208
710.7,130.4648800367249
710.8,124.02575070936226
710.9,127.83720960176728
711.0,137.75137828999274
711.1,130.9006182567929
711.2,126.31879156925496
711.3,132.92450465281445
711.4,137.14592958504778
711.5,135.88117393224596
711.6,136.51893272925412
711.7,135.670804686413
711.8,126.55851468624348
711.9,127.15901529808507
712.0,132.62698097477565
712.1,123.12803490845822
712.2,130.52798425522275
712.3,138.98721518906933
712.4,135.98753888061822
712.5,129.6482407170571
712.6,137.24943182844947
712.7,133.054801359374
712.8,133.70043757498925
712.9,129.19643973486245
713.0,123.948064275651
713.1,144.74631727404704
713.2,126.90140417987486
713.3,147.99805720043494
713.4,131.6960353253829
713.5,126.3602877793376
713.6,129.22879730337192
713.7,147.0002560325626
713.8,143.86647991075063
713.9,130.59512115304466
714.0,128.62276887750082
714.1,138.53451643776899
714.2,140.89983333813313
714.3,133.08293621349856
714.4,142.85702926172564
714.5,133.30597455571004
714.6,130.37993570247107
714.7,140.437378346912
714.8,140.12816068320302
714.9,140.46393728052107
715.0,138.09395188705682
715.1,146.1005875939049
715.2,138.69444648727423
715.3,141.00580370766917
715.4,133.54440202443251
715.5,135.85722858186767
715.6,138.13025774332587
715.7,129.4690087011467
715.8,134.76124569700823
715.9,136.5556691289411
716.0,125.00688421443401
716.1,143.41913818863256
716.2,145.84528347756637
716.3,136.6246050064003
716.4,141.66850834663188
716.5,149.69843610717484
716.6,138.67037244155296
716.7,138.57621002715274
716.8,141.60776746801596
716.9,143.95365969690252
717.0,137.83286274806878
717.1,136.62944681840295
717.2,134.14839845791832
717.3,131.10317837946536
717.4,147.63845341427762
717.5,154.11348166829262
