Date: 19/07/01 ,Author: E.Hubble ,Observation: 36656 ,Instrument Response: Good 
Wavelength (nm) ,Intensity(A.U.) 
660.0,64.3090377139733
660.1,80.46596103499607
660.2,77.80736196453903
660.3,79.09824848279547
660.4,81.67504364540041
660.5,80.33366032911934
660.6,75.8081313049175
660.7,77.24309269817886
660.8,75.30395315920015
660.9,82.80583484619756
661.0,75.07024785118362
661.1,75.77567290827093
661.2,77.66656945568674
661.3,62.64133061175059
661.4,86.8904528480129
661.5,71.02002747533248
661.6,76.50668895725852
661.7,69.42143138245042
661.8,67.81324192399806
661.9,77.41768938904679
662.0,68.25291330169708
662.1,76.01140851308078
662.2,68.86643114927146
662.3,69.94280393033712
662.4,74.13900603233385
662.5,81.77985292317604
662.6,70.44451278926958
662.7,77.37466964432103
662.8,76.87695199437927
662.9,69.9614310482891
663.0,67.75234525232591
663.1,69.9936097465663
663.2,63.12700192538111
663.3,73.2775377264723
663.4,74.24352194120661
663.5,68.56778495768805
663.6,74.67948667061039
663.7,73.10633285091637
663.8,83.1909870805112
663.9,80.72304002502857
664.0,76.76240992028949
664.1,66.81147619232009
664.2,74.14751745196243
664.3,66.65881798328695
664.4,61.702007968528946
664.5,60.797982841031896
664.6,55.932595683392236
664.7,78.74589817685306
664.8,72.50778206971596
664.9,62.56199150080648
665.0,72.986028354396
665.1,73.14684966711788
665.2,56.64880498165665
665.3,62.96706960116908
665.4,79.70519109654448
665.5,77.70637916466028
665.6,66.11177367853067
665.7,65.95475981688182
665.8,71.9150362872781
665.9,78.41435993756805
666.0,77.73535567263637
666.1,79.54062295558889
666.2,78.76688205524577
666.3,81.10762282548237
666.4,72.54525454053609
666.5,72.56103348606791
666.6,70.48180019062184
666.7,70.70409209412055
666.8,69.65655499677464
666.9,77.17236501187453
667.0,70.85435861882128
667.1,82.66128310140633
667.2,66.01737151732239
667.3,72.00946434829102
667.4,79.72166178833085
667.5,69.84031285807846
667.6,74.77977675491836
667.7,69.4445449009984
667.8,72.0640435715564
667.9,79.70010824123577
668.0,58.904546132799496
668.1,82.50000635669119
668.2,71.7362811087758
668.3,75.74590481450227
668.4,83.3987820243216
668.5,68.52966699573547
668.6,76.44589666476463
668.7,86.1389825991505
668.8,77.02873422690223
668.9,79.46676012875339
669.0,74.17397108588177
669.1,84.45171707421493
669.2,71.74028746590237
669.3,89.17274086183015
669.4,79.72576151424626
669.5,85.50086970050123
669.6,74.95831066255585
669.7,88.5527257716748
669.8,74.80577851581347
669.9,89.09332876699635
670.0,84.78558776033233
670.1,83.59717486856907
670.2,80.3616640824433
670.3,87.7021815330591
670.4,83.66948135601771
670.5,72.24440651962968
670.6,91.02248063452502
670.7,80.96581879156163
670.8,84.41209205293349
670.9,78.6720581749132
671.0,84.71914793380978
671.1,96.12272514034255
671.2,81.44220790058124
671.3,81.8386306227324
671.4,75.85848484934976
671.5,92.48454824007425
671.6,86.07209635195133
